TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionSpan,Outlier_Attempts,AgeGroup,Target
189.77,Debit,Raleigh,Branch,58.0,Engineer,24.0,1.0,6570.36,615.0,0,51-60,1
73.19,Debit,Atlanta,Branch,76.0,Retired,213.0,1.0,2264.98,382.0,0,60+,2
188.13,Credit,Jacksonville,Online,75.0,Retired,198.0,1.0,5029.87,520.0,0,60+,2
30.52,Debit,Jacksonville,Branch,62.0,Doctor,122.0,1.0,12327.74,534.0,0,60+,0
211.36,Credit,San Jose,Branch,20.0,Student,118.0,1.0,420.25,529.0,0,18-30,0
211.36,Debit,Oklahoma City,Online,41.0,Doctor,150.0,1.0,6499.53,387.99999999999994,0,41-50,0
170.24,Debit,San Francisco,Branch,62.0,Retired,133.0,1.0,5172.99,517.0,0,60+,0
56.62,Debit,Austin,Branch,54.0,Doctor,121.0,1.0,8981.1,615.0,0,51-60,0
53.14,Debit,Las Vegas,ATM,34.0,Doctor,70.0,1.0,7914.999999999999,562.0,0,31-40,1
587.23,Debit,Omaha,Online,27.0,Student,144.0,1.0,500.84,461.0,0,18-30,3
21.27,Credit,Indianapolis,Online,62.0,Retired,114.0,1.0,7392.79,468.0,0,60+,0
211.36,Credit,Austin,ATM,26.0,Student,144.0,1.0,1134.79,356.0,0,18-30,0
76.02,Credit,Albuquerque,Online,34.0,Doctor,189.0,1.0,14765.41,480.00000000000006,0,31-40,0
170.19,Credit,Los Angeles,Branch,27.0,Student,156.0,1.0,1072.25,485.0,1,18-30,0
155.51,Debit,Raleigh,ATM,68.0,Doctor,15.0,1.0,5360.19,440.0,0,60+,1
135.15,Debit,Colorado Springs,Online,72.0,Retired,50.00000000000001,1.0,5878.14,594.0,0,60+,1
39.48,Debit,Omaha,ATM,56.0,Retired,37.99999999999999,1.0,5889.51,527.0,0,51-60,1
451.68,Debit,Houston,Online,33.0,Engineer,15.0,1.0,4381.54,565.0,0,31-40,1
19.11,Credit,Colorado Springs,Online,42.0,Engineer,160.0,1.0,8478.46,412.00000000000006,0,41-50,0
355.0,Credit,Fort Worth,Online,26.0,Student,33.0,1.0,185.47,431.99999999999994,0,18-30,1
427.69,Debit,Raleigh,ATM,43.0,Engineer,236.0,1.0,2443.54,586.0,0,41-50,2
254.86,Debit,Boston,Branch,23.0,Student,102.0,1.0,699.8999999999999,647.0,0,18-30,0
19.48,Debit,Dallas,ATM,27.0,Engineer,114.0,1.0,4739.59,485.0,0,18-30,0
190.17,Debit,Baltimore,ATM,49.0,Doctor,265.0,1.0,12893.85,513.0,0,41-50,2
91.38,Debit,Jacksonville,ATM,65.0,Retired,179.0,1.0,2402.58,580.0,0,60+,0
206.63,Credit,Oklahoma City,Online,59.0,Retired,128.0,1.0,7626.53,332.0,0,51-60,0
93.22,Debit,Charlotte,Online,52.0,Retired,52.00000000000001,1.0,1014.6300000000001,576.0,0,51-60,1
547.98,Debit,Oklahoma City,ATM,28.0,Student,171.0,1.0,1358.54,485.0,0,18-30,0
641.06,Debit,Colorado Springs,ATM,23.0,Student,25.000000000000004,1.0,1602.13,328.0,0,18-30,3
314.55,Credit,Dallas,Branch,27.0,Student,18.999999999999996,1.0,1105.89,558.0,1,18-30,1
836.45,Debit,Virginia Beach,Online,61.0,Retired,63.0,1.0,1731.89,615.0,0,60+,3
211.36,Debit,San Francisco,ATM,29.0,Engineer,52.00000000000001,1.0,8692.47,566.0,0,18-30,1
189.45,Credit,Boston,Branch,53.0,Doctor,61.99999999999999,1.0,12578.75,593.0,0,51-60,1
91.84,Credit,Mesa,Branch,67.0,Retired,80.0,1.0,1712.41,487.0,0,60+,1
609.52,Debit,Washington,ATM,78.0,Retired,169.0,1.0,3485.03,464.0,0,60+,0
859.3,Credit,Colorado Springs,Branch,78.0,Retired,68.00000000000001,1.0,1146.78,460.0,0,60+,3
100.01,Debit,Philadelphia,ATM,50.0,Doctor,63.0,1.0,6393.12,493.0,0,41-50,1
28.78,Credit,Tucson,Online,40.0,Doctor,51.00000000000001,1.0,680.5499999999998,453.99999999999994,0,31-40,1
111.08,Debit,Chicago,Online,70.0,Doctor,83.0,1.0,7037.34,538.0,0,60+,1
470.96,Credit,Indianapolis,Online,69.0,Doctor,123.99999999999999,1.0,12991.03,604.0,1,60+,3
52.23,Credit,San Francisco,Branch,28.0,Student,96.0,1.0,105.01,419.0,0,18-30,1
78.62,Debit,Oklahoma City,Branch,32.0,Doctor,52.00000000000001,1.0,1360.85,461.0,0,31-40,1
47.79,Debit,Denver,Branch,25.0,Student,37.0,1.0,1649.92,415.00000000000006,0,18-30,1
333.97,Debit,Fresno,Branch,52.0,Doctor,45.0,1.0,5237.36,592.0,0,51-60,1
30.87,Debit,Fresno,ATM,33.0,Doctor,295.0,1.0,14348.65,480.00000000000006,0,31-40,2
710.43,Debit,San Diego,Online,67.0,Retired,115.0,1.0,5625.55,606.0,0,60+,3
220.23,Debit,Milwaukee,ATM,41.0,Engineer,48.0,1.0,3438.02,412.00000000000006,0,41-50,1
27.28,Debit,Atlanta,ATM,29.0,Doctor,96.0,1.0,10668.24,314.0,0,18-30,1
101.52,Debit,Tucson,ATM,49.0,Engineer,98.0,1.0,2018.9000000000003,452.0,0,41-50,1
162.65,Debit,New York,ATM,59.0,Engineer,147.0,1.0,9500.95,542.0,0,51-60,0
10.52,Debit,Kansas City,ATM,55.0,Retired,30.0,1.0,2472.99,473.0,0,51-60,1
270.72,Debit,Los Angeles,Branch,38.0,Doctor,37.0,1.0,6522.47,587.0,0,31-40,1
202.34,Debit,New York,Online,20.0,Student,134.0,1.0,1072.25,663.0,0,18-30,0
247.58,Debit,San Antonio,ATM,39.0,Engineer,151.99999999999997,1.0,778.74,524.0,0,31-40,0
686.17,Debit,Denver,ATM,61.0,Retired,112.0,1.0,2246.15,397.0,0,60+,3
359.65,Credit,Jacksonville,Online,25.0,Student,289.0,1.0,219.53,661.0,0,18-30,2
109.91,Debit,Seattle,Branch,38.0,Doctor,90.0,1.0,12896.06,552.0,0,31-40,1
215.72,Credit,Columbus,Branch,30.0,Engineer,137.0,1.0,8697.11,388.99999999999994,0,18-30,0
490.76,Debit,Columbus,Online,66.0,Retired,156.0,1.0,6414.11,485.0,0,60+,0
224.28,Debit,Chicago,Online,64.0,Retired,68.00000000000001,1.0,5767.51,627.0,0,60+,1
614.03,Debit,Dallas,ATM,68.0,Retired,51.00000000000001,1.0,4539.99,545.0,0,60+,3
608.79,Debit,Fort Worth,Online,55.0,Engineer,157.0,1.0,2991.17,365.99999999999994,0,51-60,3
186.55,Debit,Philadelphia,Branch,48.0,Engineer,288.0,1.0,5673.76,501.00000000000006,0,41-50,2
840.16,Credit,Colorado Springs,Branch,20.0,Student,68.00000000000001,1.0,1236.76,594.0,0,18-30,3
203.34,Debit,Phoenix,ATM,60.0,Doctor,66.0,1.0,13586.99,319.0,0,51-60,1
90.88,Debit,Colorado Springs,ATM,26.0,Engineer,284.0,1.0,7117.35,349.0,0,18-30,2
60.11,Credit,Albuquerque,Branch,61.0,Retired,122.0,1.0,7235.87,342.0,0,60+,0
393.92,Debit,Memphis,Branch,72.0,Retired,47.0,1.0,7318.64,537.0,0,60+,1
19.39,Debit,Colorado Springs,ATM,43.0,Doctor,45.0,1.0,9847.6,352.0,0,41-50,1
557.41,Credit,Washington,Online,80.0,Retired,49.0,1.0,2968.75,569.0,0,60+,3
57.07,Credit,Boston,Online,31.0,Doctor,99.0,1.0,9323.71,436.00000000000006,0,31-40,0
395.27,Credit,Miami,Online,18.0,Student,167.0,1.0,1764.08,453.99999999999994,0,<18,0
289.05,Debit,New York,ATM,75.0,Retired,116.00000000000001,1.0,5683.49,513.0,0,60+,0
46.11,Debit,San Francisco,Online,33.0,Doctor,233.0,1.0,5225.73,587.0,0,31-40,2
335.5,Debit,Sacramento,ATM,63.0,Retired,47.0,1.0,6445.4,447.0,0,60+,1
388.07,Debit,Seattle,Online,24.0,Student,68.00000000000001,1.0,289.71,425.0,0,18-30,1
520.86,Credit,Sacramento,Online,51.0,Engineer,66.0,1.0,9200.74,594.0,0,51-60,3
787.41,Debit,Memphis,Online,25.0,Student,39.0,1.0,300.87,503.00000000000006,0,18-30,3
31.699999999999996,Credit,Raleigh,ATM,48.0,Doctor,121.0,1.0,743.8999999999999,521.0,0,41-50,0
22.3,Debit,Philadelphia,ATM,21.0,Student,90.0,1.0,1200.35,552.0,0,18-30,1
203.12,Debit,San Jose,ATM,56.0,Retired,181.0,1.0,1562.39,655.0,0,51-60,0
315.94,Credit,Raleigh,Branch,49.0,Doctor,172.0,1.0,7719.709999999999,615.0,0,41-50,0
192.23,Debit,Albuquerque,Online,54.0,Engineer,39.0,1.0,2610.67,311.0,1,51-60,1
211.36,Debit,Oklahoma City,Online,66.0,Retired,51.00000000000001,1.0,2060.02,507.0,0,60+,1
0.26,Debit,Oklahoma City,Online,20.0,Student,173.0,1.0,1833.67,346.0,0,18-30,0
210.77,Debit,Mesa,ATM,71.0,Retired,161.0,1.0,5396.65,522.0,0,60+,0
406.65,Debit,Mesa,ATM,57.0,Doctor,107.0,1.0,12995.7,361.0,0,51-60,3
422.9,Debit,Tucson,ATM,40.0,Engineer,111.0,1.0,7616.43,615.0,0,31-40,3
20.62,Credit,Philadelphia,ATM,35.0,Doctor,225.0,1.0,12500.8,501.00000000000006,0,31-40,2
174.39,Debit,San Francisco,ATM,19.0,Student,36.0,1.0,1127.08,664.0,0,18-30,1
7.859999999999999,Credit,Sacramento,Branch,76.0,Retired,91.0,1.0,3621.98,384.0,0,60+,1
54.85,Credit,San Francisco,Branch,58.0,Retired,40.0,1.0,2727.45,425.0,0,51-60,1
204.7,Debit,Oklahoma City,Branch,49.0,Doctor,95.0,1.0,5117.03,408.99999999999994,1,41-50,1
16.55,Debit,Tucson,Branch,26.0,Engineer,159.0,1.0,6089.79,419.0,0,18-30,0
91.32,Debit,Milwaukee,Branch,58.0,Engineer,77.0,1.0,2618.1,359.0,0,51-60,1
195.49,Debit,Memphis,ATM,31.0,Doctor,112.0,1.0,11988.12,510.0,0,31-40,0
49.62,Debit,Portland,ATM,55.0,Engineer,111.0,1.0,3841.4199999999996,332.0,0,51-60,0
487.16,Credit,Los Angeles,Branch,28.0,Student,84.00000000000001,1.0,321.21,671.0,0,18-30,3
405.6,Debit,Tucson,Online,37.0,Engineer,44.0,1.0,9754.73,453.0,0,31-40,1
512.95,Debit,Columbus,Branch,57.0,Engineer,143.0,1.0,9584.52,384.0,0,51-60,3
345.94,Debit,Portland,ATM,31.0,Doctor,163.0,1.0,7624.56,391.00000000000006,0,31-40,0
356.56,Debit,New York,Online,47.0,Engineer,52.00000000000001,1.0,2485.73,391.00000000000006,0,41-50,1
10.31,Debit,Louisville,Online,36.0,Engineer,280.0,1.0,2137.9,660.0,0,31-40,2
211.69,Debit,Atlanta,Branch,30.0,Doctor,111.0,1.0,6412.85,380.0,0,18-30,0
221.49,Credit,Oklahoma City,Branch,23.0,Student,196.0,1.0,707.25,417.0,0,18-30,0
278.23,Debit,Fresno,Online,48.0,Engineer,83.0,1.0,8300.54,549.0,0,41-50,1
116.88,Debit,Memphis,ATM,45.0,Doctor,263.0,1.0,7717.339999999999,396.0,0,41-50,2
328.77,Credit,San Diego,Online,39.0,Doctor,247.0,1.0,6967.03,580.0,0,31-40,2
77.53,Debit,Louisville,Branch,54.0,Retired,55.0,1.0,5158.6,467.0,0,51-60,1
421.74,Debit,San Jose,Online,67.0,Doctor,103.0,1.0,12031.14,502.00000000000006,0,60+,3
313.69,Debit,Oklahoma City,Branch,73.0,Retired,151.99999999999997,1.0,7093.68,604.0,0,60+,0
411.72,Debit,Washington,Branch,29.0,Doctor,153.0,1.0,8539.86,502.00000000000006,0,18-30,0
508.73,Debit,Chicago,Branch,59.0,Retired,89.0,1.0,7640.57,477.99999999999994,0,51-60,3
153.08,Debit,Omaha,ATM,24.0,Student,201.0,1.0,1292.21,342.0,0,18-30,2
23.01,Debit,Las Vegas,Branch,63.0,Retired,166.0,1.0,5958.75,513.0,0,60+,0
69.28,Debit,Los Angeles,Online,25.0,Student,129.0,1.0,708.7399999999999,370.00000000000006,0,18-30,0
51.25,Credit,Austin,Branch,28.0,Student,66.0,1.0,1744.4,431.99999999999994,0,18-30,1
407.65,Debit,Denver,ATM,25.0,Student,263.0,1.0,273.78,453.99999999999994,0,18-30,2
459.25,Debit,Tucson,Branch,25.0,Student,59.00000000000001,1.0,130.76,530.0,0,18-30,1
301.56,Debit,Seattle,Branch,49.0,Doctor,118.0,1.0,10389.6,633.0,0,41-50,0
17.67,Debit,San Diego,Online,63.0,Doctor,91.0,1.0,1048.18,495.0,0,60+,1
5.29,Credit,San Francisco,Online,32.0,Doctor,132.0,1.0,12896.68,601.0,0,31-40,0
401.37,Debit,Los Angeles,Branch,43.0,Engineer,251.0,1.0,8208.54,412.00000000000006,0,41-50,2
145.4,Debit,Tucson,Online,38.0,Engineer,24.0,1.0,5244.49,486.0,0,31-40,1
556.34,Debit,Seattle,Online,37.0,Doctor,45.99999999999999,1.0,11935.14,381.0,0,31-40,3
34.31,Debit,Philadelphia,ATM,24.0,Student,251.0,1.0,1484.76,555.0,0,18-30,2
780.59,Credit,Tucson,Online,23.0,Student,145.0,1.0,6513.34,494.0,0,18-30,3
282.65,Debit,Fort Worth,ATM,35.0,Doctor,161.0,1.0,13801.15,606.0,0,31-40,0
305.27,Debit,Las Vegas,Online,68.0,Doctor,147.0,1.0,12958.65,403.0,0,60+,0
185.81,Debit,Austin,Online,32.0,Doctor,116.00000000000001,1.0,9588.71,409.99999999999994,0,31-40,0
66.01,Debit,Milwaukee,Online,49.0,,179.0,1.0,3475.99,394.0,0,41-50,0
447.95,Debit,Tucson,Branch,29.0,Engineer,75.0,1.0,7544.399999999999,662.0,0,18-30,3
279.3,Debit,Oklahoma City,ATM,19.0,Student,48.0,1.0,1193.61,499.99999999999994,0,18-30,1
611.15,Debit,Detroit,ATM,27.0,Student,121.0,1.0,892.8299999999999,450.0,0,18-30,3
275.2,Debit,New York,Online,54.0,Engineer,81.0,1.0,1230.12,437.00000000000006,0,51-60,1
427.79,Debit,San Jose,Branch,18.0,Student,189.0,1.0,1479.67,621.0,0,<18,0
469.13,Credit,San Antonio,ATM,54.0,Doctor,139.0,1.0,1265.28,485.0,0,51-60,0
102.81,Debit,Seattle,Branch,76.0,Retired,47.0,1.0,3228.87,335.0,0,60+,1
22.61,Debit,Seattle,Online,19.0,Student,145.0,1.0,1111.67,318.0,0,18-30,0
68.28,Debit,Boston,Online,56.0,Engineer,293.0,1.0,3213.16,514.0,0,51-60,2
33.65,Credit,New York,Online,63.0,Doctor,146.0,1.0,12719.93,412.00000000000006,0,60+,0
362.68,Credit,Miami,ATM,63.0,Retired,137.0,1.0,2040.77,657.0,0,60+,0
73.23,Debit,San Francisco,Branch,20.0,Student,172.0,1.0,1309.85,498.99999999999994,0,18-30,0
654.49,Credit,Austin,Online,25.0,Student,104.0,1.0,164.61,349.0,0,18-30,3
18.56,Credit,Memphis,Branch,49.0,Engineer,161.0,1.0,4230.37,559.0,0,41-50,0
389.05,Debit,Dallas,ATM,27.0,Student,41.0,1.0,761.0,667.0,0,18-30,1
7.38,Debit,Houston,Online,67.0,Retired,112.0,1.0,2923.83,599.0,0,60+,0
109.48,Debit,Baltimore,Online,65.0,Retired,93.0,1.0,7372.47,496.0,0,60+,1
66.91,Debit,Seattle,ATM,39.0,Doctor,85.0,1.0,871.1,643.0,0,31-40,1
335.48,Debit,Oklahoma City,Branch,45.0,Engineer,155.0,1.0,3023.16,612.0,0,41-50,0
38.14,Debit,Albuquerque,Online,19.0,Student,174.0,1.0,1119.21,311.0,0,18-30,0
211.36,Debit,Detroit,Branch,60.0,Doctor,173.0,1.0,11833.73,319.0,0,51-60,0
360.02,Debit,Dallas,Online,68.0,Retired,68.00000000000001,1.0,6400.59,633.0,0,60+,1
567.71,Debit,Memphis,Online,63.0,Doctor,80.0,1.0,13884.24,636.0,0,60+,3
218.19,Debit,Austin,ATM,19.0,Student,185.0,1.0,620.83,530.0,0,18-30,0
209.99,Debit,Denver,ATM,19.0,Student,40.0,1.0,1938.0100000000002,423.0,0,18-30,1
11.02,Debit,Tucson,Branch,19.0,Student,280.0,1.0,964.79,356.0,0,18-30,2
83.43,Debit,New York,Online,56.0,Retired,109.0,1.0,1870.16,523.0,0,51-60,0
344.97,Debit,Austin,Online,34.0,Doctor,106.0,1.0,5577.94,594.0,0,31-40,3
172.29,Debit,El Paso,ATM,36.0,Engineer,283.0,1.0,8700.8,643.0,0,31-40,2
195.54,Debit,Omaha,Online,60.0,Retired,255.0,1.0,2794.66,475.0,0,51-60,2
101.23,Debit,Colorado Springs,Online,45.0,Engineer,87.0,1.0,6169.71,457.00000000000006,0,41-50,1
180.46,Debit,Fresno,ATM,25.0,Student,34.0,1.0,831.7499999999999,601.0,0,18-30,1
692.55,Debit,Charlotte,Branch,53.0,Retired,109.0,1.0,2451.56,607.0,0,51-60,3
147.31,Credit,Mesa,Online,34.0,Doctor,91.99999999999999,1.0,13625.52,510.0,0,31-40,1
107.48,Debit,Los Angeles,Branch,20.0,Student,103.0,1.0,1379.39,635.0,0,18-30,0
211.36,Credit,Columbus,Online,62.0,Doctor,83.0,1.0,11498.01,415.00000000000006,0,60+,1
81.51,Debit,Washington,Branch,25.0,Student,97.0,1.0,865.4899999999999,451.0,0,18-30,1
365.48,Credit,Seattle,Online,76.0,Retired,215.99999999999997,1.0,7147.4,531.0,0,60+,2
491.1,Credit,Houston,Online,35.0,Engineer,125.0,1.0,7833.85,517.0,0,31-40,3
452.8,Debit,Los Angeles,Branch,80.0,Retired,151.0,1.0,4840.67,345.0,0,60+,0
645.04,Debit,Memphis,Branch,70.0,Retired,78.0,1.0,7361.47,317.0,0,60+,3
169.28,Debit,Philadelphia,Branch,45.0,Doctor,114.0,1.0,5128.44,587.0,0,41-50,0
88.42,Debit,El Paso,ATM,62.0,Doctor,91.0,1.0,12381.45,382.0,0,60+,1
155.53,Debit,Baltimore,ATM,29.0,Engineer,66.0,1.0,4008.05,590.0,0,18-30,1
211.36,Debit,Milwaukee,Online,43.0,Engineer,300.0,1.0,3493.13,335.0,0,41-50,2
39.24,Debit,Dallas,ATM,77.0,Retired,106.0,1.0,6462.41,355.0,0,60+,0
152.01,Debit,Fort Worth,ATM,42.0,Engineer,111.0,1.0,4625.12,619.0,1,41-50,0
78.77,Credit,Las Vegas,ATM,48.0,Engineer,50.00000000000001,1.0,6470.57,545.0,0,41-50,1
26.5,Debit,Indianapolis,Online,48.0,Engineer,179.0,1.0,4854.83,634.0,0,41-50,0
83.62,Debit,Raleigh,ATM,48.0,Doctor,146.0,1.0,12652.22,499.99999999999994,0,41-50,0
142.78,Debit,San Diego,Branch,68.0,Doctor,150.0,1.0,11705.88,544.0,0,60+,0
55.99,Debit,El Paso,ATM,35.0,Doctor,95.0,1.0,932.61,356.0,0,31-40,1
774.48,Debit,Louisville,Branch,61.0,Doctor,30.999999999999996,1.0,11613.58,608.0,0,60+,3
105.37,Debit,Sacramento,ATM,25.0,Student,160.0,1.0,1068.55,542.0,0,18-30,0
118.83,Debit,Virginia Beach,Online,28.0,Student,295.0,1.0,1616.3,496.0,0,18-30,2
46.22,Debit,San Jose,Branch,23.0,Student,217.0,1.0,471.2799999999999,356.0,0,18-30,2
659.71,Credit,San Jose,Branch,21.0,Student,148.0,1.0,106.86,548.0,0,18-30,3
377.97,Debit,Miami,Online,72.0,Retired,160.0,1.0,2457.1,352.0,0,60+,0
114.1,Debit,Boston,Branch,69.0,Retired,148.0,1.0,5882.12,531.0,0,60+,0
11.3,Credit,Louisville,Online,55.0,Retired,41.0,1.0,1938.99,338.0,0,51-60,1
95.5,Debit,Omaha,Online,57.0,Retired,17.0,1.0,4079.09,531.0,0,51-60,1
130.93,Credit,Houston,Branch,28.0,Engineer,149.0,1.0,860.1199999999999,634.0,0,18-30,0
272.97,Debit,Boston,Online,68.0,Retired,174.0,1.0,7811.310000000001,566.0,0,60+,0
73.35,Debit,San Francisco,Branch,24.0,Student,47.0,1.0,1181.84,601.0,0,18-30,1
29.94,Debit,San Francisco,ATM,58.0,Doctor,243.0,1.0,10915.54,386.99999999999994,0,51-60,2
307.24,Debit,San Jose,ATM,19.0,Student,136.0,1.0,1670.72,366.99999999999994,1,18-30,0
50.52,Debit,Boston,Online,20.0,Student,140.0,1.0,1121.19,485.0,0,18-30,0
820.46,Credit,Fort Worth,Online,53.0,Engineer,243.0,1.0,5621.86,580.0,0,51-60,2
153.07,Debit,Detroit,ATM,56.0,Engineer,116.00000000000001,1.0,8873.43,580.0,0,51-60,0
52.94,Debit,Tucson,Branch,41.0,Doctor,146.0,1.0,6990.92,510.0,0,41-50,0
384.41,Debit,Jacksonville,ATM,60.0,Engineer,65.0,1.0,7831.56,566.0,0,51-60,1
235.42,Debit,Phoenix,Branch,51.0,Retired,175.0,1.0,6173.23,482.0,0,51-60,0
114.23,Debit,Dallas,ATM,56.0,Doctor,64.0,1.0,9523.72,515.0,0,51-60,1
12.62,Debit,El Paso,Branch,33.0,Doctor,61.00000000000001,1.0,6420.47,548.0,0,31-40,1
211.36,Debit,Fort Worth,ATM,23.0,Student,145.0,1.0,1146.09,317.0,0,18-30,0
373.52,Debit,Colorado Springs,ATM,35.0,Engineer,235.0,1.0,6430.41,405.0,0,31-40,2
336.05,Debit,San Antonio,Branch,28.0,Student,164.0,1.0,1635.05,559.0,0,18-30,0
366.93,Debit,Houston,Online,66.0,Retired,33.0,1.0,6697.79,328.0,0,60+,1
112.27,Debit,Seattle,Branch,58.0,Doctor,102.0,1.0,7369.89,381.0,0,51-60,0
494.9599999999999,Debit,Sacramento,ATM,40.0,Engineer,132.0,1.0,6903.68,583.0,0,31-40,3
561.58,Debit,Sacramento,Online,65.0,Doctor,22.999999999999996,1.0,11748.86,498.99999999999994,0,60+,1
440.94,Debit,San Antonio,Online,42.0,Doctor,148.0,1.0,7303.23,417.0,0,41-50,0
71.9,Debit,Los Angeles,Branch,29.0,Doctor,51.00000000000001,1.0,10619.35,622.0,0,18-30,1
256.66,Credit,Raleigh,Online,54.0,Retired,137.0,1.0,1794.5,475.0,0,51-60,0
166.55,Credit,Houston,Branch,59.0,Doctor,99.0,1.0,12970.21,479.00000000000006,0,51-60,0
276.26,Debit,Louisville,Branch,56.0,Doctor,143.0,1.0,120.88999999999999,629.0,0,51-60,0
35.46,Debit,Indianapolis,ATM,67.0,Doctor,164.0,1.0,5692.31,474.0,0,60+,0
38.14,Debit,Portland,Branch,50.0,Engineer,165.0,1.0,9879.87,576.0,0,41-50,0
506.25999999999993,Credit,Baltimore,ATM,64.0,Retired,86.0,1.0,6266.65,321.0,0,60+,3
736.32,Debit,Indianapolis,Online,31.0,Doctor,28.0,1.0,14268.95,571.0,0,31-40,3
389.43,Credit,Austin,ATM,52.0,Engineer,151.0,1.0,6449.83,342.0,0,51-60,0
25.58,Debit,Omaha,ATM,60.0,Engineer,166.0,1.0,6741.41,353.0,0,51-60,0
446.1,Debit,Seattle,ATM,25.0,Student,243.0,1.0,1008.44,410.99999999999994,0,18-30,2
147.74,Debit,Raleigh,Branch,23.0,Student,15.0,1.0,1711.78,425.0,0,18-30,1
211.36,Debit,San Francisco,ATM,26.0,Student,254.0,1.0,1821.0,622.0,0,18-30,2
46.23,Debit,Fresno,Online,77.0,Retired,282.0,1.0,5107.75,524.0,0,60+,2
265.37,Debit,Washington,Branch,33.0,Engineer,77.0,1.0,5229.95,527.0,0,31-40,1
342.57,Debit,Boston,Online,20.0,Student,91.0,1.0,339.16,639.0,0,18-30,3
417.26,Credit,New York,Online,32.0,Doctor,45.0,1.0,10442.48,615.0,0,31-40,1
33.63,Debit,Columbus,Online,63.0,Retired,75.99999999999999,1.0,4324.4,365.99999999999994,0,60+,1
64.58,Debit,El Paso,Branch,55.0,Retired,173.0,1.0,6292.29,335.0,0,51-60,0
23.23,Credit,Miami,Branch,21.0,Student,122.0,1.0,269.01,563.0,0,18-30,0
278.88,Debit,Kansas City,Branch,64.0,Doctor,179.0,1.0,1334.09,401.0,1,60+,0
285.49,Credit,Charlotte,Branch,53.0,Doctor,109.0,1.0,6366.84,450.0,0,51-60,0
71.87,Debit,Nashville,ATM,22.0,Student,258.0,1.0,1839.1,657.0,0,18-30,2
308.8,Debit,Baltimore,ATM,53.0,Retired,41.0,1.0,3966.5399999999995,313.0,0,51-60,1
135.35,Debit,Houston,Branch,42.0,Engineer,82.0,1.0,9983.36,464.0,0,41-50,1
288.43,Debit,Phoenix,Branch,66.0,Retired,72.0,1.0,4577.09,545.0,0,60+,1
147.46,Credit,Albuquerque,Online,65.0,Doctor,205.0,1.0,7458.029999999999,387.99999999999994,0,60+,2
214.15,Debit,,Branch,32.0,Engineer,217.0,1.0,6397.29,370.00000000000006,0,31-40,2
71.34,Debit,Miami,Online,49.0,Engineer,144.0,1.0,6345.03,432.99999999999994,1,41-50,0
170.36,Debit,Indianapolis,ATM,30.0,Doctor,118.0,1.0,6034.73,587.0,0,18-30,0
211.36,Debit,Raleigh,ATM,53.0,Engineer,32.0,1.0,765.8099999999998,321.0,0,51-60,1
736.53,Debit,Philadelphia,ATM,55.0,Engineer,120.0,1.0,9826.26,543.0,0,51-60,3
213.42,Debit,Columbus,ATM,45.0,Engineer,17.0,1.0,3736.3800000000006,465.0,0,41-50,1
94.09,Debit,Miami,Branch,27.0,Student,203.0,1.0,646.8499999999999,418.0,0,18-30,2
91.23,,Boston,ATM,72.0,Retired,86.0,1.0,6385.12,538.0,0,60+,1
263.92,Credit,San Diego,Branch,57.0,Retired,233.0,1.0,4161.71,466.0,0,51-60,2
77.5,Credit,Fort Worth,Online,51.0,Doctor,201.0,1.0,11079.77,530.0,0,51-60,2
3.65,Debit,Miami,Online,69.0,Doctor,146.0,1.0,10017.11,629.0,0,60+,0
43.88,Credit,Seattle,Online,26.0,Student,251.0,1.0,1644.09,356.0,0,18-30,2
224.79,Debit,Boston,Online,18.0,Student,129.0,1.0,528.38,439.0,0,<18,0
64.3,Debit,Louisville,ATM,55.0,Retired,67.0,1.0,7530.299999999999,426.0,0,51-60,1
111.79,Debit,Jacksonville,Online,62.0,Doctor,49.0,1.0,10887.59,313.0,0,60+,1
211.36,Debit,San Francisco,ATM,59.0,Retired,153.0,1.0,7104.61,594.0,0,51-60,0
613.7,Credit,Fort Worth,Branch,61.0,Retired,37.0,1.0,7307.11,620.0,0,60+,3
26.07,Debit,Baltimore,Branch,20.0,Student,18.999999999999996,1.0,349.98,598.0,1,18-30,1
170.45,Debit,San Francisco,Branch,60.0,Engineer,199.0,1.0,2284.41,668.0,0,51-60,2
344.27,Debit,San Antonio,Branch,22.0,Student,123.0,1.0,1918.3600000000001,410.99999999999994,0,18-30,0
872.72,Debit,Washington,Online,22.0,Student,288.0,1.0,503.01,559.0,0,18-30,2
292.95,Debit,Memphis,Branch,37.0,Engineer,56.0,1.0,1216.91,626.0,0,31-40,1
28.44,Debit,Fresno,ATM,18.0,Student,243.0,1.0,1071.04,430.0,0,<18,2
209.02,Debit,El Paso,ATM,21.0,Student,74.0,1.0,187.9,611.0,0,18-30,1
20.05,Debit,Chicago,ATM,72.0,Retired,171.0,1.0,7145.67,340.0,0,60+,0
175.02,Debit,Phoenix,Online,28.0,Student,71.0,1.0,1493.88,573.0,0,18-30,1
89.5,Credit,Louisville,Branch,41.0,Engineer,134.0,1.0,8658.95,440.0,0,41-50,0
69.96,Debit,Baltimore,Branch,28.0,Student,30.999999999999996,1.0,164.12,384.0,0,18-30,1
146.51,Debit,Albuquerque,ATM,53.0,Engineer,112.0,1.0,7089.9,648.0,0,51-60,0
